2025-08-29T13:13:27+01:00  13:13:27 up 11 days, 23:59,  1 user,  load average: 0.73, 7.60, 14.75
2025-08-29T14:13:40+01:00  14:13:40 up 12 days, 59 min,  1 user,  load average: 19.64, 21.97, 18.82
2025-08-29T14:13:45+01:00  14:13:45 up 12 days, 59 min,  1 user,  load average: 19.11, 21.83, 18.79
2025-08-29T14:13:50+01:00  14:13:50 up 12 days, 59 min,  1 user,  load average: 18.70, 21.70, 18.76
2025-08-29T14:13:55+01:00  14:13:55 up 12 days, 59 min,  1 user,  load average: 17.92, 21.48, 18.71
2025-08-29T14:14:00+01:00  14:14:00 up 12 days, 59 min,  1 user,  load average: 18.01, 21.44, 18.71
2025-08-29T14:14:05+01:00  14:14:05 up 12 days, 59 min,  1 user,  load average: 18.01, 21.39, 18.71
2025-08-29T14:14:10+01:00  14:14:10 up 12 days, 59 min,  1 user,  load average: 18.41, 21.41, 18.73
2025-08-29T14:14:15+01:00  14:14:15 up 12 days, 59 min,  1 user,  load average: 19.90, 21.67, 18.83
2025-08-29T14:14:20+01:00  14:14:20 up 12 days, 59 min,  1 user,  load average: 19.42, 21.54, 18.80
2025-08-29T14:14:25+01:00  14:14:25 up 12 days,  1:00,  1 user,  load average: 17.87, 21.19, 18.70
2025-08-29T14:14:30+01:00  14:14:30 up 12 days,  1:00,  1 user,  load average: 16.52, 20.85, 18.61
2025-08-29T14:14:35+01:00  14:14:35 up 12 days,  1:00,  1 user,  load average: 17.20, 20.92, 18.64
2025-08-29T14:14:40+01:00  14:14:40 up 12 days,  1:00,  1 user,  load average: 17.26, 20.87, 18.64
2025-08-29T14:14:45+01:00  14:14:45 up 12 days,  1:00,  1 user,  load average: 17.96, 20.96, 18.68
2025-08-29T14:14:50+01:00  14:14:50 up 12 days,  1:00,  1 user,  load average: 17.16, 20.74, 18.62
2025-08-29T14:14:55+01:00  14:14:55 up 12 days,  1:00,  1 user,  load average: 17.47, 20.75, 18.63
2025-08-29T14:15:00+01:00  14:15:00 up 12 days,  1:00,  1 user,  load average: 17.59, 20.72, 18.63
2025-08-29T14:15:06+01:00  14:15:06 up 12 days,  1:00,  1 user,  load average: 18.11, 20.77, 18.66
2025-08-29T14:15:11+01:00  14:15:11 up 12 days,  1:00,  1 user,  load average: 17.30, 20.56, 18.61
2025-08-29T14:15:16+01:00  14:15:16 up 12 days,  1:00,  1 user,  load average: 17.27, 20.50, 18.60
2025-08-29T14:15:21+01:00  14:15:21 up 12 days,  1:00,  1 user,  load average: 17.01, 20.39, 18.57
2025-08-29T14:15:26+01:00  14:15:26 up 12 days,  1:01,  1 user,  load average: 17.65, 20.47, 18.61
2025-08-29T14:15:31+01:00  14:15:31 up 12 days,  1:01,  1 user,  load average: 16.88, 20.26, 18.55
2025-08-29T14:15:36+01:00  14:15:36 up 12 days,  1:01,  1 user,  load average: 16.57, 20.14, 18.52
2025-08-29T14:15:41+01:00  14:15:41 up 12 days,  1:01,  1 user,  load average: 15.40, 19.84, 18.43
2025-08-29T14:15:46+01:00  14:15:46 up 12 days,  1:01,  1 user,  load average: 17.21, 20.14, 18.54
2025-08-29T14:15:51+01:00  14:15:51 up 12 days,  1:01,  1 user,  load average: 15.99, 19.84, 18.45
2025-08-29T14:15:56+01:00  14:15:56 up 12 days,  1:01,  1 user,  load average: 17.03, 19.99, 18.50
2025-08-29T14:16:01+01:00  14:16:01 up 12 days,  1:01,  1 user,  load average: 16.87, 19.91, 18.49
2025-08-29T14:16:06+01:00  14:16:06 up 12 days,  1:01,  1 user,  load average: 18.08, 20.11, 18.56
2025-08-29T14:16:11+01:00  14:16:11 up 12 days,  1:01,  1 user,  load average: 19.92, 20.46, 18.68
2025-08-29T14:16:16+01:00  14:16:16 up 12 days,  1:01,  1 user,  load average: 21.61, 20.80, 18.80
2025-08-29T14:16:21+01:00  14:16:21 up 12 days,  1:01,  1 user,  load average: 21.00, 20.68, 18.77
2025-08-29T14:16:26+01:00  14:16:26 up 12 days,  1:02,  1 user,  load average: 21.56, 20.81, 18.82
2025-08-29T14:16:31+01:00  14:16:31 up 12 days,  1:02,  1 user,  load average: 21.67, 20.84, 18.85
2025-08-29T14:16:36+01:00  14:16:36 up 12 days,  1:02,  1 user,  load average: 20.18, 20.55, 18.76
2025-08-29T14:16:41+01:00  14:16:41 up 12 days,  1:02,  1 user,  load average: 19.44, 20.39, 18.72
2025-08-29T14:16:46+01:00  14:16:46 up 12 days,  1:02,  1 user,  load average: 19.89, 20.46, 18.75
2025-08-29T14:16:51+01:00  14:16:51 up 12 days,  1:02,  1 user,  load average: 21.90, 20.87, 18.89
2025-08-29T14:16:56+01:00  14:16:56 up 12 days,  1:02,  1 user,  load average: 21.27, 20.76, 18.87
2025-08-29T14:17:01+01:00  14:17:01 up 12 days,  1:02,  1 user,  load average: 20.29, 20.56, 18.81
2025-08-29T14:17:06+01:00  14:17:06 up 12 days,  1:02,  1 user,  load average: 19.70, 20.44, 18.78
2025-08-29T14:17:11+01:00  14:17:11 up 12 days,  1:02,  1 user,  load average: 19.56, 20.40, 18.78
2025-08-29T14:17:16+01:00  14:17:16 up 12 days,  1:02,  1 user,  load average: 19.68, 20.41, 18.79
2025-08-29T14:17:21+01:00  14:17:21 up 12 days,  1:02,  1 user,  load average: 20.11, 20.48, 18.82
2025-08-29T14:17:26+01:00  14:17:26 up 12 days,  1:03,  1 user,  load average: 20.50, 20.56, 18.86
2025-08-29T14:17:32+01:00  14:17:32 up 12 days,  1:03,  1 user,  load average: 21.18, 20.70, 18.91
2025-08-29T14:17:37+01:00  14:17:37 up 12 days,  1:03,  1 user,  load average: 20.60, 20.59, 18.88
2025-08-29T14:17:42+01:00  14:17:42 up 12 days,  1:03,  1 user,  load average: 19.03, 20.26, 18.79
2025-08-29T14:17:47+01:00  14:17:47 up 12 days,  1:03,  1 user,  load average: 19.11, 20.26, 18.80
2025-08-29T14:17:52+01:00  14:17:52 up 12 days,  1:03,  1 user,  load average: 18.38, 20.09, 18.75
2025-08-29T14:17:57+01:00  14:17:57 up 12 days,  1:03,  1 user,  load average: 20.09, 20.40, 18.86
2025-08-29T14:18:02+01:00  14:18:02 up 12 days,  1:03,  1 user,  load average: 20.64, 20.51, 18.91
2025-08-29T14:18:07+01:00  14:18:07 up 12 days,  1:03,  1 user,  load average: 20.27, 20.43, 18.89
2025-08-29T14:18:12+01:00  14:18:12 up 12 days,  1:03,  1 user,  load average: 20.81, 20.54, 18.94
2025-08-29T14:18:17+01:00  14:18:17 up 12 days,  1:03,  1 user,  load average: 20.50, 20.48, 18.93
2025-08-29T14:18:22+01:00  14:18:22 up 12 days,  1:03,  1 user,  load average: 20.78, 20.54, 18.95
2025-08-29T14:18:27+01:00  14:18:27 up 12 days,  1:04,  1 user,  load average: 20.96, 20.58, 18.97
2025-08-29T14:18:32+01:00  14:18:32 up 12 days,  1:04,  1 user,  load average: 21.29, 20.66, 19.01
2025-08-29T14:18:37+01:00  14:18:37 up 12 days,  1:04,  1 user,  load average: 22.06, 20.83, 19.07
2025-08-29T14:18:42+01:00  14:18:42 up 12 days,  1:04,  1 user,  load average: 20.78, 20.58, 19.00
2025-08-29T14:18:47+01:00  14:18:47 up 12 days,  1:04,  1 user,  load average: 20.63, 20.56, 19.00
2025-08-29T14:18:52+01:00  14:18:52 up 12 days,  1:04,  1 user,  load average: 20.18, 20.46, 18.98
2025-08-29T14:18:57+01:00  14:18:57 up 12 days,  1:04,  1 user,  load average: 19.61, 20.34, 18.95
2025-08-29T14:19:02+01:00  14:19:02 up 12 days,  1:04,  1 user,  load average: 19.40, 20.28, 18.94
2025-08-29T14:19:07+01:00  14:19:07 up 12 days,  1:04,  1 user,  load average: 18.41, 20.06, 18.87
2025-08-29T14:19:12+01:00  14:19:12 up 12 days,  1:04,  1 user,  load average: 20.13, 20.39, 18.99
2025-08-29T14:19:17+01:00  14:19:17 up 12 days,  1:04,  1 user,  load average: 19.56, 20.27, 18.95
2025-08-29T14:19:22+01:00  14:19:22 up 12 days,  1:04,  1 user,  load average: 21.52, 20.66, 19.09
2025-08-29T14:19:27+01:00  14:19:27 up 12 days,  1:05,  1 user,  load average: 23.00, 20.99, 19.20
2025-08-29T14:19:32+01:00  14:19:32 up 12 days,  1:05,  1 user,  load average: 22.92, 21.00, 19.22
2025-08-29T14:19:37+01:00  14:19:37 up 12 days,  1:05,  1 user,  load average: 26.69, 21.82, 19.49
2025-08-29T14:19:42+01:00  14:19:42 up 12 days,  1:05,  1 user,  load average: 27.12, 21.99, 19.56
2025-08-29T14:19:47+01:00  14:19:47 up 12 days,  1:05,  1 user,  load average: 27.27, 22.10, 19.61
2025-08-29T14:19:52+01:00  14:19:52 up 12 days,  1:05,  1 user,  load average: 26.60, 22.05, 19.60
2025-08-29T14:19:57+01:00  14:19:57 up 12 days,  1:05,  1 user,  load average: 26.48, 22.10, 19.63
2025-08-29T14:20:02+01:00  14:20:02 up 12 days,  1:05,  1 user,  load average: 26.28, 22.13, 19.66
2025-08-29T14:20:07+01:00  14:20:07 up 12 days,  1:05,  1 user,  load average: 27.30, 22.41, 19.76
2025-08-29T14:20:12+01:00  14:20:12 up 12 days,  1:05,  1 user,  load average: 27.51, 22.54, 19.82
2025-08-29T14:20:17+01:00  14:20:17 up 12 days,  1:05,  1 user,  load average: 26.99, 22.51, 19.82
2025-08-29T14:20:22+01:00  14:20:22 up 12 days,  1:05,  1 user,  load average: 26.19, 22.42, 19.81
2025-08-29T14:20:27+01:00  14:20:27 up 12 days,  1:06,  1 user,  load average: 25.77, 22.40, 19.81
2025-08-29T14:20:32+01:00  14:20:32 up 12 days,  1:06,  1 user,  load average: 27.23, 22.76, 19.94
2025-08-29T14:20:37+01:00  14:20:37 up 12 days,  1:06,  1 user,  load average: 27.46, 22.88, 20.00
2025-08-29T14:20:42+01:00  14:20:43 up 12 days,  1:06,  1 user,  load average: 27.50, 22.96, 20.04
2025-08-29T14:20:48+01:00  14:20:48 up 12 days,  1:06,  1 user,  load average: 27.06, 22.95, 20.05
2025-08-29T14:20:53+01:00  14:20:53 up 12 days,  1:06,  1 user,  load average: 24.89, 22.56, 19.94
2025-08-29T14:20:58+01:00  14:20:58 up 12 days,  1:06,  1 user,  load average: 24.66, 22.55, 19.96
2025-08-29T14:21:03+01:00  14:21:03 up 12 days,  1:06,  1 user,  load average: 24.13, 22.48, 19.95
2025-08-29T14:21:08+01:00  14:21:08 up 12 days,  1:06,  1 user,  load average: 24.04, 22.49, 19.96
2025-08-29T14:21:13+01:00  14:21:13 up 12 days,  1:06,  1 user,  load average: 23.47, 22.40, 19.95
2025-08-29T14:21:18+01:00  14:21:18 up 12 days,  1:06,  1 user,  load average: 23.03, 22.32, 19.93
2025-08-29T14:21:23+01:00  14:21:23 up 12 days,  1:06,  1 user,  load average: 22.39, 22.20, 19.91
2025-08-29T14:21:28+01:00  14:21:28 up 12 days,  1:07,  1 user,  load average: 22.36, 22.20, 19.92
2025-08-29T14:21:33+01:00  14:21:33 up 12 days,  1:07,  1 user,  load average: 22.25, 22.18, 19.93
2025-08-29T14:21:38+01:00  14:21:38 up 12 days,  1:07,  1 user,  load average: 22.71, 22.27, 19.97
2025-08-29T14:21:43+01:00  14:21:43 up 12 days,  1:07,  1 user,  load average: 22.89, 22.32, 20.00
2025-08-29T14:21:48+01:00  14:21:48 up 12 days,  1:07,  1 user,  load average: 22.50, 22.25, 19.99
2025-08-29T14:21:53+01:00  14:21:53 up 12 days,  1:07,  1 user,  load average: 21.58, 22.06, 19.94
2025-08-29T14:21:58+01:00  14:21:58 up 12 days,  1:07,  1 user,  load average: 19.85, 21.69, 19.83
2025-08-29T14:22:03+01:00  14:22:03 up 12 days,  1:07,  1 user,  load average: 18.90, 21.47, 19.77
2025-08-29T14:22:08+01:00  14:22:08 up 12 days,  1:07,  1 user,  load average: 18.51, 21.34, 19.73
2025-08-29T14:22:13+01:00  14:22:13 up 12 days,  1:07,  1 user,  load average: 18.15, 21.22, 19.70
2025-08-29T14:22:18+01:00  14:22:18 up 12 days,  1:07,  1 user,  load average: 18.30, 21.20, 19.71
2025-08-29T14:22:23+01:00  14:22:23 up 12 days,  1:07,  1 user,  load average: 18.67, 21.23, 19.72
2025-08-29T14:22:28+01:00  14:22:28 up 12 days,  1:08,  1 user,  load average: 20.86, 21.64, 19.87
2025-08-29T14:22:33+01:00  14:22:34 up 12 days,  1:08,  1 user,  load average: 20.15, 21.48, 19.82
2025-08-29T14:22:39+01:00  14:22:39 up 12 days,  1:08,  1 user,  load average: 21.02, 21.64, 19.88
2025-08-29T14:22:44+01:00  14:22:44 up 12 days,  1:08,  1 user,  load average: 21.90, 21.81, 19.95
2025-08-29T14:22:49+01:00  14:22:49 up 12 days,  1:08,  1 user,  load average: 21.59, 21.75, 19.94
2025-08-29T14:22:54+01:00  14:22:54 up 12 days,  1:08,  1 user,  load average: 20.82, 21.59, 19.89
2025-08-29T14:22:59+01:00  14:22:59 up 12 days,  1:08,  1 user,  load average: 22.52, 21.93, 20.01
2025-08-29T14:23:04+01:00  14:23:04 up 12 days,  1:08,  1 user,  load average: 22.07, 21.84, 20.00
2025-08-29T14:23:09+01:00  14:23:09 up 12 days,  1:08,  1 user,  load average: 21.75, 21.78, 19.99
2025-08-29T14:23:14+01:00  14:23:14 up 12 days,  1:08,  1 user,  load average: 22.01, 21.83, 20.01
2025-08-29T14:23:19+01:00  14:23:19 up 12 days,  1:08,  1 user,  load average: 22.01, 21.84, 20.02
2025-08-29T14:23:24+01:00  14:23:24 up 12 days,  1:08,  1 user,  load average: 21.69, 21.77, 20.01
2025-08-29T14:23:29+01:00  14:23:29 up 12 days,  1:09,  1 user,  load average: 21.95, 21.83, 20.04
2025-08-29T14:23:34+01:00  14:23:34 up 12 days,  1:09,  1 user,  load average: 22.04, 21.85, 20.06
2025-08-29T14:23:39+01:00  14:23:39 up 12 days,  1:09,  1 user,  load average: 22.35, 21.92, 20.09
2025-08-29T14:23:44+01:00  14:23:44 up 12 days,  1:09,  1 user,  load average: 21.12, 21.67, 20.02
2025-08-29T14:23:49+01:00  14:23:49 up 12 days,  1:09,  1 user,  load average: 21.75, 21.79, 20.07
2025-08-29T14:23:54+01:00  14:23:54 up 12 days,  1:09,  1 user,  load average: 20.81, 21.59, 20.01
2025-08-29T14:23:59+01:00  14:23:59 up 12 days,  1:09,  1 user,  load average: 20.35, 21.48, 19.98
2025-08-29T14:24:04+01:00  14:24:04 up 12 days,  1:09,  1 user,  load average: 18.72, 21.13, 19.88
2025-08-29T14:24:09+01:00  14:24:09 up 12 days,  1:09,  1 user,  load average: 17.38, 20.81, 19.78
2025-08-29T14:24:14+01:00  14:24:14 up 12 days,  1:09,  1 user,  load average: 19.27, 21.14, 19.90
2025-08-29T14:24:19+01:00  14:24:19 up 12 days,  1:09,  1 user,  load average: 19.89, 21.24, 19.93
2025-08-29T14:24:24+01:00  14:24:24 up 12 days,  1:09,  1 user,  load average: 19.50, 21.14, 19.91
2025-08-29T14:24:29+01:00  14:24:29 up 12 days,  1:10,  1 user,  load average: 20.26, 21.27, 19.96
2025-08-29T14:24:34+01:00  14:24:34 up 12 days,  1:10,  1 user,  load average: 19.36, 21.07, 19.90
2025-08-29T14:24:39+01:00  14:24:39 up 12 days,  1:10,  1 user,  load average: 18.29, 20.81, 19.82
2025-08-29T14:24:44+01:00  14:24:44 up 12 days,  1:10,  1 user,  load average: 18.26, 20.77, 19.81
2025-08-29T14:24:50+01:00  14:24:50 up 12 days,  1:10,  1 user,  load average: 17.92, 20.66, 19.78
2025-08-29T14:24:55+01:00  14:24:55 up 12 days,  1:10,  1 user,  load average: 17.21, 20.46, 19.72
2025-08-29T14:25:00+01:00  14:25:00 up 12 days,  1:10,  1 user,  load average: 16.31, 20.22, 19.65
2025-08-29T14:25:05+01:00  14:25:05 up 12 days,  1:10,  1 user,  load average: 16.28, 20.15, 19.63
2025-08-29T14:25:10+01:00  14:25:10 up 12 days,  1:10,  1 user,  load average: 16.26, 20.08, 19.61
2025-08-29T14:25:15+01:00  14:25:15 up 12 days,  1:10,  1 user,  load average: 17.20, 20.21, 19.66
2025-08-29T14:25:20+01:00  14:25:20 up 12 days,  1:10,  1 user,  load average: 17.11, 20.14, 19.64
2025-08-29T14:25:25+01:00  14:25:25 up 12 days,  1:11,  1 user,  load average: 17.50, 20.17, 19.65
2025-08-29T14:25:30+01:00  14:25:30 up 12 days,  1:11,  1 user,  load average: 17.46, 20.12, 19.63
2025-08-29T14:25:35+01:00  14:25:35 up 12 days,  1:11,  1 user,  load average: 17.02, 19.99, 19.59
2025-08-29T14:25:40+01:00  14:25:40 up 12 days,  1:11,  1 user,  load average: 16.86, 19.90, 19.57
2025-08-29T14:25:45+01:00  14:25:45 up 12 days,  1:11,  1 user,  load average: 16.39, 19.76, 19.52
2025-08-29T14:25:50+01:00  14:25:50 up 12 days,  1:11,  1 user,  load average: 16.12, 19.64, 19.49
2025-08-29T14:25:55+01:00  14:25:55 up 12 days,  1:11,  1 user,  load average: 16.19, 19.60, 19.47
2025-08-29T14:26:00+01:00  14:26:00 up 12 days,  1:11,  1 user,  load average: 17.69, 19.85, 19.56
2025-08-29T14:26:05+01:00  14:26:05 up 12 days,  1:11,  1 user,  load average: 17.64, 19.81, 19.54
2025-08-29T14:26:10+01:00  14:26:10 up 12 days,  1:11,  1 user,  load average: 19.43, 20.14, 19.65
2025-08-29T14:26:15+01:00  14:26:15 up 12 days,  1:11,  1 user,  load average: 20.76, 20.41, 19.74
2025-08-29T14:26:20+01:00  14:26:20 up 12 days,  1:11,  1 user,  load average: 20.54, 20.37, 19.73
2025-08-29T14:26:25+01:00  14:26:25 up 12 days,  1:12,  1 user,  load average: 20.17, 20.29, 19.71
2025-08-29T14:26:30+01:00  14:26:30 up 12 days,  1:12,  1 user,  load average: 21.04, 20.47, 19.77
2025-08-29T14:26:35+01:00  14:26:35 up 12 days,  1:12,  1 user,  load average: 21.68, 20.61, 19.82
2025-08-29T14:26:40+01:00  14:26:40 up 12 days,  1:12,  1 user,  load average: 21.62, 20.62, 19.83
2025-08-29T14:26:45+01:00  14:26:45 up 12 days,  1:12,  1 user,  load average: 21.57, 20.63, 19.83
2025-08-29T14:26:50+01:00  14:26:51 up 12 days,  1:12,  1 user,  load average: 21.29, 20.58, 19.82
2025-08-29T14:26:56+01:00  14:26:56 up 12 days,  1:12,  1 user,  load average: 20.86, 20.51, 19.80
2025-08-29T14:27:01+01:00  14:27:01 up 12 days,  1:12,  1 user,  load average: 19.99, 20.33, 19.75
2025-08-29T14:27:06+01:00  14:27:06 up 12 days,  1:12,  1 user,  load average: 20.15, 20.36, 19.76
2025-08-29T14:27:11+01:00  14:27:11 up 12 days,  1:12,  1 user,  load average: 20.86, 20.50, 19.81
2025-08-29T14:27:16+01:00  14:27:16 up 12 days,  1:12,  1 user,  load average: 20.47, 20.43, 19.79
2025-08-29T14:27:21+01:00  14:27:21 up 12 days,  1:12,  1 user,  load average: 18.91, 20.10, 19.69
2025-08-29T14:27:26+01:00  14:27:26 up 12 days,  1:13,  1 user,  load average: 20.04, 20.32, 19.76
2025-08-29T14:27:31+01:00  14:27:31 up 12 days,  1:13,  1 user,  load average: 20.12, 20.33, 19.77
2025-08-29T14:27:36+01:00  14:27:36 up 12 days,  1:13,  1 user,  load average: 19.71, 20.24, 19.74
2025-08-29T14:27:41+01:00  14:27:41 up 12 days,  1:13,  1 user,  load average: 19.89, 20.27, 19.75
2025-08-29T14:27:46+01:00  14:27:46 up 12 days,  1:13,  1 user,  load average: 20.78, 20.45, 19.82
2025-08-29T14:27:51+01:00  14:27:51 up 12 days,  1:13,  1 user,  load average: 20.72, 20.44, 19.82
2025-08-29T14:27:56+01:00  14:27:56 up 12 days,  1:13,  1 user,  load average: 19.86, 20.27, 19.76
2025-08-29T14:28:01+01:00  14:28:01 up 12 days,  1:13,  1 user,  load average: 21.55, 20.61, 19.88
2025-08-29T14:28:06+01:00  14:28:06 up 12 days,  1:13,  1 user,  load average: 20.71, 20.45, 19.83
2025-08-29T14:28:11+01:00  14:28:11 up 12 days,  1:13,  1 user,  load average: 22.09, 20.74, 19.93
2025-08-29T14:28:16+01:00  14:28:16 up 12 days,  1:13,  1 user,  load average: 22.57, 20.86, 19.97
2025-08-29T14:28:21+01:00  14:28:21 up 12 days,  1:13,  1 user,  load average: 22.92, 20.97, 20.01
2025-08-29T14:28:26+01:00  14:28:26 up 12 days,  1:14,  1 user,  load average: 22.29, 20.87, 19.98
2025-08-29T14:28:31+01:00  14:28:31 up 12 days,  1:14,  1 user,  load average: 21.62, 20.75, 19.95
2025-08-29T14:28:36+01:00  14:28:36 up 12 days,  1:14,  1 user,  load average: 20.53, 20.54, 19.89
2025-08-29T14:28:41+01:00  14:28:41 up 12 days,  1:14,  1 user,  load average: 20.97, 20.63, 19.92
2025-08-29T14:28:46+01:00  14:28:46 up 12 days,  1:14,  1 user,  load average: 20.09, 20.46, 19.87
2025-08-29T14:28:51+01:00  14:28:51 up 12 days,  1:14,  1 user,  load average: 20.00, 20.43, 19.86
2025-08-29T14:28:56+01:00  14:28:56 up 12 days,  1:14,  1 user,  load average: 21.44, 20.72, 19.96
2025-08-29T14:29:01+01:00  14:29:01 up 12 days,  1:14,  1 user,  load average: 20.85, 20.61, 19.93
2025-08-29T14:29:06+01:00  14:29:06 up 12 days,  1:14,  1 user,  load average: 19.66, 20.37, 19.85
2025-08-29T14:29:11+01:00  14:29:11 up 12 days,  1:14,  1 user,  load average: 19.29, 20.28, 19.82
2025-08-29T14:29:16+01:00  14:29:16 up 12 days,  1:14,  1 user,  load average: 18.06, 20.01, 19.74
2025-08-29T14:29:21+01:00  14:29:21 up 12 days,  1:14,  1 user,  load average: 17.10, 19.78, 19.66
2025-08-29T14:29:26+01:00  14:29:26 up 12 days,  1:15,  1 user,  load average: 15.89, 19.48, 19.57
2025-08-29T14:29:31+01:00  14:29:31 up 12 days,  1:15,  1 user,  load average: 16.38, 19.52, 19.58
2025-08-29T14:29:36+01:00  14:29:36 up 12 days,  1:15,  1 user,  load average: 15.38, 19.26, 19.50
2025-08-29T14:29:41+01:00  14:29:41 up 12 days,  1:15,  1 user,  load average: 15.67, 19.26, 19.50
2025-08-29T14:29:46+01:00  14:29:46 up 12 days,  1:15,  1 user,  load average: 14.58, 18.97, 19.40
2025-08-29T14:29:51+01:00  14:29:51 up 12 days,  1:15,  1 user,  load average: 14.45, 18.87, 19.37
2025-08-29T14:29:56+01:00  14:29:56 up 12 days,  1:15,  1 user,  load average: 13.37, 18.58, 19.27
2025-08-29T14:30:01+01:00  14:30:01 up 12 days,  1:15,  1 user,  load average: 12.94, 18.40, 19.21
2025-08-29T14:30:06+01:00  14:30:06 up 12 days,  1:15,  1 user,  load average: 12.87, 18.29, 19.17
2025-08-29T14:30:12+01:00  14:30:12 up 12 days,  1:15,  1 user,  load average: 13.36, 18.31, 19.17
2025-08-29T14:30:17+01:00  14:30:17 up 12 days,  1:15,  1 user,  load average: 12.53, 18.05, 19.08
2025-08-29T14:30:22+01:00  14:30:22 up 12 days,  1:15,  1 user,  load average: 12.33, 17.92, 19.03
2025-08-29T14:30:27+01:00  14:30:27 up 12 days,  1:16,  1 user,  load average: 12.22, 17.80, 18.99
2025-08-29T14:30:32+01:00  14:30:32 up 12 days,  1:16,  1 user,  load average: 11.48, 17.56, 18.90
2025-08-29T14:30:37+01:00  14:30:37 up 12 days,  1:16,  1 user,  load average: 10.56, 17.27, 18.80
2025-08-29T14:30:42+01:00  14:30:42 up 12 days,  1:16,  1 user,  load average: 10.60, 17.16, 18.76
2025-08-29T14:30:47+01:00  14:30:47 up 12 days,  1:16,  1 user,  load average: 10.23, 16.98, 18.69
2025-08-29T14:30:52+01:00  14:30:52 up 12 days,  1:16,  1 user,  load average: 10.37, 16.89, 18.65
2025-08-29T14:30:57+01:00  14:30:57 up 12 days,  1:16,  1 user,  load average: 10.50, 16.81, 18.62
2025-08-29T14:31:02+01:00  14:31:02 up 12 days,  1:16,  1 user,  load average: 13.26, 17.28, 18.76
2025-08-29T14:31:07+01:00  14:31:07 up 12 days,  1:16,  1 user,  load average: 14.04, 17.37, 18.78
2025-08-29T14:31:12+01:00  14:31:12 up 12 days,  1:16,  1 user,  load average: 15.08, 17.53, 18.83
2025-08-29T14:31:17+01:00  14:31:17 up 12 days,  1:16,  1 user,  load average: 15.80, 17.64, 18.85
2025-08-29T14:31:22+01:00  14:31:22 up 12 days,  1:16,  1 user,  load average: 16.05, 17.66, 18.86
2025-08-29T14:31:27+01:00  14:31:27 up 12 days,  1:17,  1 user,  load average: 16.53, 17.74, 18.87
2025-08-29T14:31:32+01:00  14:31:32 up 12 days,  1:17,  1 user,  load average: 16.17, 17.64, 18.84
2025-08-29T14:31:37+01:00  14:31:37 up 12 days,  1:17,  1 user,  load average: 16.95, 17.78, 18.87
2025-08-29T14:31:42+01:00  14:31:42 up 12 days,  1:17,  1 user,  load average: 17.84, 17.95, 18.92
2025-08-29T14:31:47+01:00  14:31:47 up 12 days,  1:17,  1 user,  load average: 17.69, 17.92, 18.91
2025-08-29T14:31:52+01:00  14:31:52 up 12 days,  1:17,  1 user,  load average: 18.20, 18.02, 18.93
2025-08-29T14:31:57+01:00  14:31:57 up 12 days,  1:17,  1 user,  load average: 17.86, 17.95, 18.91
2025-08-29T14:32:02+01:00  14:32:02 up 12 days,  1:17,  1 user,  load average: 18.11, 18.00, 18.92
2025-08-29T14:32:07+01:00  14:32:07 up 12 days,  1:17,  1 user,  load average: 18.18, 18.02, 18.92
2025-08-29T14:32:12+01:00  14:32:12 up 12 days,  1:17,  1 user,  load average: 19.85, 18.37, 19.03
2025-08-29T14:32:17+01:00  14:32:17 up 12 days,  1:17,  1 user,  load average: 19.30, 18.28, 19.00
2025-08-29T14:32:22+01:00  14:32:22 up 12 days,  1:17,  1 user,  load average: 20.00, 18.44, 19.04
2025-08-29T14:32:27+01:00  14:32:27 up 12 days,  1:18,  1 user,  load average: 20.56, 18.58, 19.09
2025-08-29T14:32:32+01:00  14:32:32 up 12 days,  1:18,  1 user,  load average: 21.80, 18.87, 19.18
2025-08-29T14:32:37+01:00  14:32:37 up 12 days,  1:18,  1 user,  load average: 23.41, 19.26, 19.30
2025-08-29T14:32:42+01:00  14:32:42 up 12 days,  1:18,  1 user,  load average: 24.26, 19.50, 19.38
2025-08-29T14:32:47+01:00  14:32:47 up 12 days,  1:18,  1 user,  load average: 24.96, 19.73, 19.45
2025-08-29T14:32:52+01:00  14:32:52 up 12 days,  1:18,  1 user,  load average: 24.08, 19.63, 19.42
2025-08-29T14:32:57+01:00  14:32:57 up 12 days,  1:18,  1 user,  load average: 23.92, 19.67, 19.44
2025-08-29T14:33:02+01:00  14:33:02 up 12 days,  1:18,  1 user,  load average: 24.72, 19.91, 19.52
2025-08-29T14:33:07+01:00  14:33:07 up 12 days,  1:18,  1 user,  load average: 24.55, 20.03, 19.56
2025-08-29T14:33:12+01:00  14:33:12 up 12 days,  1:18,  1 user,  load average: 25.62, 20.33, 19.66
2025-08-29T14:33:17+01:00  14:33:17 up 12 days,  1:18,  1 user,  load average: 25.65, 20.42, 19.69
2025-08-29T14:33:22+01:00  14:33:22 up 12 days,  1:18,  1 user,  load average: 24.72, 20.31, 19.66
2025-08-29T14:33:27+01:00  14:33:27 up 12 days,  1:19,  1 user,  load average: 25.86, 20.62, 19.77
2025-08-29T14:33:33+01:00  14:33:33 up 12 days,  1:19,  1 user,  load average: 24.99, 20.53, 19.74
2025-08-29T14:33:38+01:00  14:33:38 up 12 days,  1:19,  1 user,  load average: 27.40, 21.10, 19.93
2025-08-29T14:33:43+01:00  14:33:43 up 12 days,  1:19,  1 user,  load average: 25.60, 20.84, 19.85
